ACO_Num,ACO_Name,ACO_Service_Area,ACO_Agreement_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Track_1,Track_1+,Track_2,Track_3,Adv_Pay,AIM,SNF_3-Day_Rule_Waiver,ACO_Address,ACO_Public_Reporting_Website,ACO_Exec_Name,ACO_Exec_Email,ACO_Exec_Phone,ACO_Public_Name,ACO_Public_Email,ACO_Public_Phone,ACO_Zip
A52780,Methodist Alliance for Patients and Physicians,TX,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"1441 N. Beckley, Dallas , Texas, 75203",www.MethodistHealthSystem.org/ACO/about-map2,Brian  Jones,briandjones@mhd.com,(214) 947-4210,Shannon Huggins,shannonhuggins@mhd.com,(214) 947-4527,"75203(32.744691, -96.80514)"
A70756,"Accountable Care Coalition of Coastal Georgia, LLC","GA, SC",Currently Participating,2,04/01/2012,01/01/2016,1,0,0,0,0,0,0,"4888 Loop Central Drive, Suite 700, Houston, Texas, 77081",http://www.acccoastalgeorgia.com/acopdfs/acccoastalgeorgia/A1084RequiredACOInformationforPublicReporting.pdf,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,"77081(29.709635, -95.481401)"
A11353,WellSpan Population Health Services,"MD, PA",Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"3421 Concord Road, York, Pennsylvania, 17402",http://www.wellspan.org/about-wellspan/wellspan-population-health-management/,Charles H Chodroff,cchodroff@wellspan.org,(717) 851-5585,Brett Marcy,bmarcy@wellspan.org,(717) 851-5422,"17402(39.961912, -76.665063)"
A21965,"Asian American Accountable Care Organization, LLC",NY,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"202 Canal Street , Suite 500, New York, New York, 10013",http://www.aaaco.us/?page_id=771,Bing Lu,binglu77@hotmail.com,(212) 965-8435,Susan Lau,adm.aaaco@gmail.com,(212) 965-8435,"10013(40.720707, -74.005157)"
A96588,"AMITA Health Accountable Care Organization, LLC",IL,Currently Participating,2,01/01/2013,01/01/2016,0,1,0,0,0,0,1,"3040 Salt Creek Lane, Arlington Heights, Illinois, 60005",http://www.alexianbrothersaccountablecareorganization.org/?id=1984&sid=16,Don  Franke,don.franke@amitahealth.org,(847) 590-2444,Matt Wakely,matt.wakely@amitahealth.org,(847) 385-7176,"60005(42.062678, -87.984382)"
A07425,"Covenant ACO, Inc.","NM, TX",Currently Participating,2,01/01/2014,01/01/2017,0,0,0,1,0,0,1,"3615 19th St, Lubbock, Texas, 79410",http://www.covenanthealthpartners.org/Covenant-ACO/Covenant-ACO-Info.aspx,John A Grigson,jgrigson@covhs.org,(806) 725-0492,Nathan Taylor,Nathan.Taylor@stjoe.org,(806) 725-3296,"79410(33.569952, -101.889696)"
A35853,"Prime Care Managers, LLC","AR, TX",Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"4002 Technology Center, Longview, Texas, 75605",PrimeCareManagers.com,John Ford,JFord@PrimeCareManagers.com,(903) 247-0484 x230,John Ford,JFord@PrimeCareManagers.com,(903) 247-0484 x230,"75605(32.566843, -94.73478)"
A97409,Healthcare Quality Partners LLC,"NJ, PA",Initial,1,01/01/2018,01/01/2018,0,1,0,0,0,0,1,"475 South Street, Morristown, New Jersey, 07960",http://hcqpnj.org/,Thomas  Kloos,thomas.kloos@atlantichealth.org,(862) 260-3213,Deborah  Rodgers ,deborah.rodgers@atlantichealth.org,(862) 260-3113,"07960(40.788376, -74.494253)"
A02853,"MHC Accountable Care Organization, LLC","KY, OH, WV",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"5183 U.S. Route 60 East, Huntington, West Virginia, 25705",https://mhcaco.org/public-reporting/,David Campbell,David.Campbell@chhi.org,(304) 399-4691,David Campbell,David.Campbell@chhi.org,(304) 399-4691,"25705(38.409794, -82.364818)"
A31292,UC San Diego Health Accountable Care Network,CA,Initial,1,01/01/2018,01/01/2018,0,1,0,0,0,0,1,"9300 Campus Point Drive, #1-620, La Jolla, California, 92037",https://ucsdhn.org/providers/aco/Pages/ACO-Public-Reporting-Information.aspx,Duncan Campbell,ducampbell@ucsd.edu,(858) 249-0280,Danielle Schmidt,duschmidt@ucsd.edu,(858) 249-0366,"92037(32.844136, -117.253488)"
A81035,"Christie Clinic Physician Services, LLC",IL,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"101 W. University Ave., Champaign , Illinois, 61820",www.christieclinicaco.com,Kenneth Bilger,kbilger@christieclinic.com,(217) 366-1270,Collin Roloff,croloff@christieclinic.com,(217) 366-5210,"61820(40.112597, -88.244388)"
A02219,Texas Rural ACO,TX,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,1,0,"9450 SW Gemini Dr, #88865, Beaverton, Oregon, 97008-7105",http://www.caravanhealth.com/public-reporting-american-rural-aco/,Greg Paris,gparis@caravanhealth.com,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4582,"97008(45.460518, -122.806409)"
A92374,Union Health ACO,"IL, IN",Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"1606 N 7th Street, Terre Haute, Indiana, 47804",http://myunionhospital.org/unionhospital/about-us/union-health-aco,Lennie Wilson,lblythe@uhhg.org,(812) 238-4704,Djanedi Cardwell,dcardwell@uhhg.org,(812) 238-4409,"47804(39.495603, -87.390399)"
A86418,"DOCACO GULF COAST, LLC","FL, SC",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"875 MILITARY TRAIL, SUITE 200, JUPITER, Florida, 33458",www.docaco.org,David Klebonis,dklebonis@pbaco.org,(352) 288-1188,Colin Campbell,ccampbell@pbaco.org,(561) 373-3528,"33458(26.925353, -80.123102)"
A74161,Delaware Valley ACO,"NJ, PA",Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"259 North Radnor Chester Road, Suite 290, Radnor, Pennsylvania, 19087",http://dvaco.org/public-reporting/,Katherine Schneider,schneiderk@dvaco.org,(610) 225-6298,Katherine Schneider,schneiderk@dvaco.org,(610) 225-6298,"19087(40.06181, -75.401557)"
A43804,"Aledade Accountable Care 12, LLC","OH, WV",Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"7315 Wisconsin Ave, Suite 1000E, Bethesda, Maryland, 20814",www.Aledade.com/WVCHC,Ahmed Haque,ahmed@aledade.com,(202) 644-8817,Ahmed Haque,ahmed@aledade.com,(202) 644-8817,"20814(39.003061, -77.102949)"
A07620,"Seton Accountable Care Organization, Inc.",TX,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"1345 Philomena Street, Suite 402, Austin, Texas, 78723",http://www.setonaco.org/,Trent S Bruce,tbruce@ascension.org,(512) 324-9999,Amy Miller,amiller3@ascension.org,(512) 324-1000 x17362,"78723(30.30723, -97.686715)"
A78902,"Orange Accountable Care of South Florida, LLC","FL, NJ",Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"14750 NW 77th Court, 308, Miami Lakes, Florida, 33016",http://www.orangeacosfl.com/#!publicreporting/cobq,Lissette Exposito,lissette.exposito@orangecaregroup.com,(786) 363-8500,Marc Troisi,marc.troisi@orangecaregroup.com,(786) 363-8500,"33016(25.893487, -80.331755)"
A03005,"CHSPSC ACO 21, LLC","AL, FL",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"4000 Meridian Blvd., Franklin, Tennessee, 37067",chs.net,Mark Barnhart,mark_barnhart@chs.net,(615) 925-4319,Benjamin Levine,benjielevine@imperiumhlth.com,(502) 819-5459,"37067(35.92436, -86.797297)"
A19490,AccoCare,"NE, SD",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"910 E 20th Street, Sioux Falls, South Dakota, 57105", http://accocare.org/public-reporting/,Bradley Thaemert,bradt@surgicalinstitute.com,(605) 334-6730,Blake Curd,bcurd@sfsh.com,(605) 334-6730,"57105(43.522258, -96.734113)"
A99911,"Palmetto Health Quality Collaborative, LLC",SC,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"1301 Taylor Street, STE 9A, Columbia, South Carolina, 29201",http://thephqc.org/body.cfm?id=77,Judy Baskins,judy.baskins@palmettohealth.org,(803) 296-6087,Sarah P Orsinger,sarah.perry@palmettohealth.org,(803) 296-2352,"29201(33.996095, -81.032056)"
A08611,South Bend Clinic Accountable Care,"IN, MI",Currently Participating,2,01/01/2014,01/01/2018,0,0,0,1,0,0,1,"211 North Eddy St., South Bend, Indiana, 46617",www.michianaaco.com,Paul J Meyer,pmeyer@southbendclinic.com,(574) 237-9201,Traci  Capellman,tcapellman@southbendclinic.com,(574) 237-9201,"46617(41.684938, -86.235571)"
A25744,PACN,NC,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"5 First Village Drive, Pinehurst, North Carolina, 28374",http://www.pinehurstaco.com/,Brandon Enfinger,benfinger@pinehurstmedical.com,(910) 235-3004,Brandon Enfinger,benfinger@pinehurstmedical.com,(910) 235-3004,"28374(35.196048, -79.462737)"
A65633,Baylor Scott & White Quality Alliance,TX,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"8080 N. Central Expressway, Suite 700, Dallas, Texas, 75206",http://thequalityalliance.com/mssp-public-reporting/,Clifford T Fullerton,Cliff.Fullerton@BSWHealth.org,(214) 265-3722,Pam Zippi,Pam.Zippi@BSWHealth.org,(469) 800-8661,"75206(32.829897, -96.770919)"
A18812,RWJ Partners LLC,NJ,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"1 Robert Wood Johnson Place, New Brunswick, New Jersey, 08903",http://www.rwjpartners.org/public-reporting,Joshua Bershad,joshua.bershad@rwjbh.org,(732) 937-8897,Julie  Owen,Julie.Owen@rwjbh.org,(973) 322-4445,"08903(40.495921, -74.444139)"
A72596,Houston Methodist Coordinated Care,TX,Currently Participating,1,01/01/2017,01/01/2017,0,0,0,1,0,0,1,"6565 Fannin Street, Suite D200, Houston, Texas, 77030",http://www.houstonmethodist.org/coordinated-care,Julia D Andrieni,jdandrieni@houstonmethodist.org,(713) 441-7638,Megan Harkey,mharkey@houstonmethodist.org,(346) 319-8984,"77030(29.706324, -95.403069)"
A64797,Cascadia Care Network LLC,WA,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"1415 East Kincaid Street, Mount Vernon, Washington, 98274",www.skagitregionalhealth.org/about/medicare-aco,Michael Liepman,MLiepman@skagitregionalhealth.org,(360) 814-8450,Kari Ranten,KRanten@skagitregionalhealth.org,(360) 428-2370,"98274(48.368138, -122.250701)"
A12408,Caravan Health ACO 14 LLC,"ID, MN",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"7509 NW Tiffany Springs Parkway, Ste. 310, Kansas City, Missouri, 64153",www.caravanhealth.com/public-reporting-caravan-health-aco-14-llc,Dani  Jones,danielle.jones@portmed.org,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4568,"64153(39.279203, -94.709199)"
A69337,New Hampshire Rural ACO,"NH, VT",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"9450 SW Gemini Dr, #88865, Beaverton, Oregon, 97008-7105",http://www.caravanhealth.com/public-reporting-new-hampshire-rural-aco ,Greg Paris,gparis@caravanhealth.com,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4582,"97008(45.460518, -122.806409)"
A58444,"VillageMD New Hampshire ACO, LLC",NH,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"One North Franklin, Suite 1205, Chicago, Illinois, 60606",www.villagemdnhaco.com/publicreporting,Tom Buchanan,tbuchanan@villageMD.com,(603) 345-7901,Alesha Henley,ahenley@villagemd.com,(312) 465-7900,"60606(41.882634, -87.63676)"
A93701,South Texas ACO Clinical Partners LLC,"OK, TX",Currently Participating,1,01/01/2017,01/01/2017,0,0,1,0,0,0,0,"367 S. Gulph Road, King of Prussia, Pennsylvania, 19406",stcpaco.com,Kamal Jemmoua,kamal.jemmoua@uhsinc.com,(610) 992-4579,Gerardo Ramos,gerardo.ramos@uhsinc.com,(860) 335-6456,"19406(40.093249, -75.38198)"
A34178,Ascension Care Management Health Partners Tennessee,TN,Currently Participating,2,07/01/2012,01/01/2016,0,0,0,1,0,0,1,"523 Mainstream Dr., Nashville , Tennessee, 37228",http://ascensioncaremanagementaco.com/midtn/,Rachel Raymond,rachel.raymond@ascension.org,(615) 284-6439,John Bailey,john.bailey@ascension.org,(615) 761-3854,"37228(36.193837, -86.803025)"
A47336,Suburban Health ACO,IN,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"9450 SW Gemini Dr, #88865, Beaverton, Oregon, 97008-7105",http://www.caravanhealth.com/public-reporting-suburban-health-aco/,Davis Lippincott,davel@suburbanhealth.com,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4582,"97008(45.460518, -122.806409)"
A34153,"St. Tammany Hospital Accountable Care Organization, LLC",LA,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"1202 S. Tyler Street, Covington, Louisiana, 70433",www.sthaco.org,Patti Ellish,pellish@stph.org,(985) 898-4018,Melissa Hodgson,mhodgson@stph.org,(985) 898-4131,"70433(30.457949, -90.110345)"
A85734,Richmond Good Help ACO,VA,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"8580 Magellan Parkway, BLDG IV, Richmond, Virginia, 23227",http://richmondghaco.org/public-reporting/,Kevin Sheppard,kevin_sheppard@bshsi.org,(804) 287-7774,Kevin  Sheppard,kevin_sheppard@bshsi.org,(804) 287-7774,"23227(37.610411, -77.447574)"
A02768,Piedmont Clinic ACO LLC,GA,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"2727 Paces Ferry Road, Building 1, Suite 800, Atlanta, Georgia, 30339",http://www.piedmontclinic.org/mssp-aco-2/,Karen Duffard,karen.duffard@piedmont.org,(470) 271-2215,Erica  Davis,erica.davis@piedmont.org,(470) 271-2216,"30339(33.879512, -84.464196)"
A38301,Physicians Accountable Care of Utah,UT,Currently Participating,2,01/01/2014,01/01/2017,0,1,0,0,0,0,1,"3725 West 4100 South, West Valley City, Utah, 84120",http://www.grangermedical.com/about-us/accountable-care-organization/,Mary Jane Pennington,mpennington@grangermedical.com,(801) 965-3777,Gary Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"84120(40.693802, -112.00048)"
A58588,"Mercy Health Select, LLC","KY, OH",Currently Participating,2,07/01/2012,01/01/2016,0,0,0,1,0,0,1,"1701 Mercy Health Place, Cincinnati, Ohio, 45237",https://www.mercy.com/global/about-us/accountable-care-organization,S. Ramalingam,sramalingam@mercy.com,(513) 952-5021,Stephanie Savicki,SSavicki@mercy.com,(513) 952-4533,"45237(39.190463, -84.456023)"
A90093,"Privia Quality Network, LLC","DC, MD, VA",Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"950 N Glebe Rd, Suite 4000, Arlington, Virginia, 22203",https://www.priviahealth.com/privia-quality-network/medicare-shared-savings-program.html,Graham Galka,ggalka@priviahealth.com,(571) 295-7514,Graham Galka,ggalka@priviahealth.com,(571) 295-7514,"22203(38.874186, -77.116359)"
A28163,CVCHiP,"NC, VA",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"1606 Hull St., Richmond, Virginia, 23224",http://cvchip.net/aco-public-reporting/ ,Lerla Joseph,lerla.joseph@cvchip.net,(804) 386-7855,Lerla Joseph,lerla.joseph@cvchip.net,(804) 386-7855,"23224(37.499113, -77.46829)"
A08783,"Prime Accountable care , LLC",MI,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"28270 Franklin Rd, Suite A, Southfield, Michigan, 48034",http://prime-aco.com/publicreporting/,Mazhar Jaffry,mjaffry@prime-aco.com,(248) 416-8132,Diane A Blackburn,dblackburn@prime-aco.com,(248) 292-9819,"48034(42.497114, -83.291621)"
A10434,"OneHealth Nebraska ACO, LLC",NE,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"4600 Valley Road, Suite 250, Lincoln, Nebraska, 68510",http://www.onehealthne.com/Content/OneHealth-ACO.aspx,Steve Kros,skros@onehealthne.com,(402) 261-9530,Steve Kros,skros@onehealthne.com,(402) 261-9530,"68510(40.806933, -96.650831)"
A37948,NRH ACO LLC,OK,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"901 N Porter Ave, Norman, Oklahoma, 73071",www.NormanACO.com,Steven Dodge,sdodge@nrh-ok.com,(405) 307-2155,Paula Price,pprice@nrh-ok.com,(405) 307-1056,"73071(35.228574, -97.417519)"
A89928,Empire ACO LLC,"FL, NJ, NY",Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"1545 Atlantic Avenue, Brooklyn, New York, 11213",www.empireaco.com,Davendra Srivastava,dev1215@yahoo.com,(516) 698-1260,Abiola Familusi,afamilusi@empireaco.com,(917) 426-3895,"11213(40.671145, -73.936641)"
A59019,"Pacific Private Practice Network, Inc","CA, TX",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"30230 Rancho Viejo Road, Suite 110, San Juan Capistrano, California, 92675",https://gotomyp3n.com/public-reporting/,Michael Rovzar,mike@palomamedical.com,(949) 291-6521,Dina Abdo,dina@palomamedical.com,(714) 519-4562,"92675(33.520913, -117.613242)"
A72254,"CHSPSC ACO 10, LLC",FL,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"4000 Meridian Blvd., Franklin, Tennessee, 37067",chs.net,Mark Barnhart,mark_barnhart@chs.net,(615) 925-4319,Gary  Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"37067(35.92436, -86.797297)"
A03682,Physicians ACO,TX,Currently Participating,2,07/01/2012,01/01/2016,0,1,0,0,1,0,1,"1900 North Loop West , 4th Floor , Houston, Texas, 77018",http://physiciansaco.net/quality-measures/,Larry J Wedekind,lwedekind@integranethealth.com,(281) 591-5262,Jennifer  Davis,jdavis@integranethealth.com,(281) 591-5272,"77018(29.826959, -95.426275)"
A77005,"Louisiana Primary Care Accountable Care Organization, LLC",LA,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"503 Colonial Drive, Baton Rouge, Louisiana, 70806",http://www.lpca.net/main/programs-and-services/accountable-care-organization,Gerrelda Davis,gdavis@lpca.net,(225) 927-7662 x207,Gerrelda Davis,gdavis@lpca.net,(225) 927-7662 x207,"70806(30.447924, -91.129328)"
A87929,"Aledade Accountable Care 37, LLC","MD, TN, VA, WV",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"7315 Wisconsin Blvd, 1000E, Bethesda, Maryland, 20814",www.aledade.com/appalachia,Dan Bowles,dbowles@aledade.com,(540) 263-0171,Dan Bowles,dbowles@aledade.com,(540) 263-0171,"20814(39.003061, -77.102949)"
A96490,PRIMARY PARTNERS LLC,FL,Initial,1,01/01/2018,01/01/2018,0,1,0,0,0,0,0,"3170 Citrus Tower Blvd, SUITE A, Clermont, Florida, 34711",http://primarypartners.org/,Allie Torres,allie.torres@primarypartners.org,(352) 394-5219 x104,Allie Torres,allie.torres@primarypartners.org,(352) 394-5219 x104,"34711(28.529943, -81.739693)"
A48800,Community Health Provider Alliance,CO,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"600 Grant Street, Suite 800, Denver, Colorado, 80203",http://chpanetwork.com/aco-medicare/,Kerry Cogan,kcogan@cchn.org,(970) 441-1122,Erin Rager,erager@cchn.org,(720) 618-1403,"80203(39.731179, -104.982637)"
A33500,"Accountable Care Coalition of Northeast Georgia, LLC","GA, SC",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"4888 Loop Central Drive, Suite 300, Houston, Texas, 77081",http://www.accnegeorgia.com/acopdfs/accnegeorgia/A2820RequiredACOInformationforPublicReporting.pdf,Jeffery Spight,Jeffery.Spight@universalamerican.com,(480) 250-1984,Jeffery  Spight,Jeffery.Spight@universalamerican.com,(480) 250-1984,"77081(29.709635, -95.481401)"
A42791,"Emerald Coast ACO, LLC",FL,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"1005 Mar Walt Drive, Fort Walton Beach, Florida, 32547",www.emeraldcoastaco.com,Mark Wiacek,mwiacek@white-wilson.com,(850) 863-8250,Mark Wiacek,mwiacek@white-wilson.com,(850) 863-8250,"32547(30.448322, -86.628715)"
A40225,PMC ACO,MI,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"2425 S Linden Road, Suite B, Flint, Michigan, 48532",http://www.pmcaco.com/medicare-shared-savings-program,Asif Ishaque,asif_ishaque@hotmail.com,(810) 653-2111,Alyssa Kline,akline@medadvgrp.com,(810) 324-8232,"48532(43.010747, -83.775831)"
A03907,"MedStar Accountable Care, LLC","DC, MD",Currently Participating,1,01/01/2016,01/01/2016,0,0,0,1,0,0,1,"5233 King Avenue, Suite 400, Baltimore, Maryland, 21237", http://medstarmedicarechoice.com/accountable-care,Eric Wagner,Eric.R.Wagner@MedStar.net,(410) 772-6595,Ann C Nickels,ann.c.nickels@medstar.net,(410) 772-6661,"21237(39.33766, -76.497877)"
A07870,"Millennium Accountable Care Organization, LLC",FL,Currently Participating,2,01/01/2013,01/01/2016,0,0,0,1,0,0,1,"6321 Daniels Parkway, suite 201, Fort Myers, Florida, 33912",http://www.millenniumaccountablecare.com/public-reporting/,Gale Pearce,gpearce@millenniumphysician.com,(855) 674-7400 x106,Gale Pearce,gpearce@millenniumphysician.com,(855) 674-7400 x106,"33912(26.534587, -81.830098)"
A51279,"Optimus Healthcare Partners, LLC",NJ,Currently Participating,2,04/01/2012,01/01/2016,1,0,0,0,0,0,0,"95 Summit Avenue, 4th Floor, Summit, New Jersey, 07901",http://optimushealthcarepartners.com/pdf/A1059%20Optimus%20Healthcare%20Partners%20Public%20Reporting%202017.pdf,John F Vigorita,jvigorita@optimushp.com,(908) 598-0101,Deborah A Rodgers ,drodgers@optimushp.com,(908) 598-0101,"07901(40.71503, -74.363652)"
A39818,Live Oak Care,GA,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"2866 Johnson Ferry Road, Suite 200, Marietta, Georgia, 30062",http://www.liveoakcare.com/public-reporting.html,Pamela D Miller,pmiller@impactmed.com,(770) 518-4406 x233,Debbie Goodman,dgoodman@impactmed.com,(770) 518-4371 x220,"30062(33.999649, -84.467249)"
A59192,Franciscan Riverview Health ACO,IN,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"1515 Dragoon Trail, Mishawaka, Indiana, 46544",https://www.franciscanhealth.org/about-us/aco/franciscan-riverview-health-aco-llc,Jennifer Westfall,jenny.westfall@franciscanalliance.org,(317) 782-6671,Mark Smith,masmith@riverview.org,(317) 770-2906,"46544(41.63719, -86.150726)"
A91435,Cleveland Quality Healthnet,OH,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"464 Richmond Road, Suite 104, Richmond Heights, Ohio, 44143",www.cqhaco.com,Corattur Natesan,cnsnatesan@yahoo.com,(216) 486-3233,Beejadi Mukunda,bmukunda1@gmail.com,(440) 449-1540,"44143(41.552405, -81.475538)"
A78303,"Accountable Care Coalition of New Jersey, LLC",NJ,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"4888 Loop Central Drive, Suite 700, Houston, Texas, 77081",http://www.accofnewjersey.com/acopdfs/accoftnewjersey/A3859RequiredACOInformationforPublicReporting.pdf,Jeffery Spight,Jeffery.Spight@universalamerican.com,(480) 250-1984,Jeffery Spight,Jeffery.Spight@universalamerican.com,(480) 250-1984,"77081(29.709635, -95.481401)"
A61251,"ColigoCare, LLC","NJ, NY",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"15 Essex Road, Suite 503, Paramus, New Jersey, 07652",www.coligocare.com/publicreporting,Robert Brenner,rbrenne@valleyhealth.com,(201) 447-8031,Frank Shipp,fshipp@valleyhealth.com,(201) 251-3354,"07652(40.945767, -74.069558)"
A17606,"Ascension Care Management Health Partners Birmingham, LLC",AL,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"523 Mainstream Dr, Nashville, Tennessee, 37228-1238",http://ascensioncaremanagementaco.com/birmingham/,Rachel Raymond,rachel.raymond@ascension.org,(615) 284-6439,John Bailey,john.bailey@ascension.org,(615) 761-3854,"37228(36.193837, -86.803025)"
A80255,Valley Medical Group-Renton,WA,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"400 S. 43rd Street, Renton, Washington, 98055",www.valleymed.org/mssp,Jeannine Grinnell,jeannine_grinnell@valleymed.org,(425) 228-3440 x4268,Liz Nolan,Liz_Nolan@valleymed.org,(425) 228-3440 x2646,"98055(47.447869, -122.2016)"
A05273,"Accountable Care Coalition of Texas, Inc.",TX,Currently Participating,2,04/01/2012,01/01/2016,1,0,0,0,0,0,0,"4888 Loop Central Drive, Suite 700, Houston, Texas, 77081",http://www.accoftexas.com/acopdfs/accoftexas/A1071RequiredACOInformationforPublicReporting.pdf,Erin Page,epage@universalamerican.com,(713) 770-1150,Erin Page,epage@universalamerican.com,(713) 770-1150,"77081(29.709635, -95.481401)"
A11103,Amarillo Legacy Medical ACO,TX,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"1215 S Coulter St, Ste 400, Amarillo, Texas, 79106",www.amarilloaco.com,William Biggs,William@amarillomed.com,(806) 358-8331,Mary Jo Zallar,mjzallar@amarilloaco.com,(806) 677-2042,"79106(35.202246, -101.889835)"
A22066,"Qualuable Medical Professionals, LLC","TN, VA",Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"2528 Wesley St. Suite 2, Johnson City, Tennessee, 37601",www.qualuable.com/About-Us,Rich Panek,richpanek@sofha.net,(423) 794-5750,Vicki Moody,vickimoody@sofha.net,(423) 794-5750,"37601(36.329927, -82.332635)"
A88942,"Privia Quality Network Gulf Coast II, LLC",TX,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"1200 Binz Street, Ste 1490, Houston, Texas, 77004",http://www.priviahealth.com/our-work/privia-quality-network/gulf-coast-mssp/,Mark Cone,mcone@priviahealth.com,(713) 512-7002,Lynne Vaassen,lvaassen@priviahealth.com,(713) 512-7001,"77004(29.72698, -95.364395)"
A14573,MaineHealth Accountable Care Organization,"ME, NH",Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"110 Free Street, Portland, Maine, 04101",http://mainehealthaco.org/mssp-public-reporting/,Elizabeth H Johnson,ehjohnson@mmc.org,(207) 482-7050,Terri Canaan,tcannan@mmc.org,(207) 662-2196,"04101(43.661254, -70.259039)"
A46189,"PremierMD ACO, LLC",FL,Currently Participating,2,01/01/2014,01/01/2017,0,1,0,0,0,1,1,"2800 Ponce de Leon Blvd., Suite 1480, Coral Gables, Florida, 33134",https://www.genuinehealthgroup.com/public-reporting,Victor Toledano,vatold@bellsouth.net,(954) 914-1866,Stephany Nino,snino@genuinehealthgroup.com,(786) 878-5505,"33134(25.754042, -80.270097)"
A02472,American Health Network of Ohio PC,OH,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,1,0,0,"10689 N Pennsylvania St, Suite 300, Indianapolis, Indiana, 46280",http://www.ahni.com/Medicare/Accountable+Care+Organization/Public+Reporting.html,Linda Sundin,linda_sundin@ahni.com,(317) 580-6373,Jill Sharp ,Jill_Sharp@ahni.com,(317) 580-6418,"46280(39.937478, -86.130963)"
