ACO_Num,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Adv_Pay,AIM,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,Met_QPS,QualScore,Prior_Sav_Adj,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,acute_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO44,ACO43,ACO11,ACO12,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30
A14059,"Kansas Clinical Improvement Collaborative, LLC",Kansas,Initial,1,01/01/2017 12:00:00 AM,1,0,0,01/01/2017 12:00:00 AM,1,0,0,0,0,13972,0.028317968,0.027616323,4691245,4691245,,2298710,1,1,,0,,12218,11903,165663204,160971959,,,0.5,0.5,73873,10918,15157,10747,72226,11277,17043,10726,86737,11234,16742,11256,67807,12178,16424,11135,11872,0.995,1.021,0.971,0.984,1.006,0.995,1.03,0.995,0.95,1.003,1.032,0.992,0.9,0.997,0.975,1.011,68,1384,774,10203,13559,66,1419,901,11172,1811,5536,4242,2383,7738,6234,13411,59,35,201,21,245,3799,3479,73,162,100,112,1718,0,3468,2340,218,405,338,348,327,2,9,10,16,13,28,136,842,108,775,103,856,243,8923,1918,2669,1290,3046,22,2,14,0,17,278,590,249,196,6,75.6,90.71,90.03,79.82,58.04,74.29,73.05,30.54,14.5,17.11,53.43,76.39,62.76,61.9,2.65,100,97.67,0.98,23.74,19.32,32.14,58.77,1.62,5.52,11.87,56.1,0,1.14,43.09,1.14,57.68,53.42
A31531,"UCMCNACO, LLC","Illinois, Indiana",Initial,1,01/01/2017 12:00:00 AM,1,0,0,01/01/2017 12:00:00 AM,1,0,0,0,0,8667,-0.06903755,0.031332332,-10134801,0,,0,1,1,,0,,17538,17377,146801279,156936079,,,0.5,0.5,86893,18028,26208,12069,83966,17446,23384,13838,78759,18159,21403,14095,90202,18938,25360,15295,18748,1.001,1.408,1.224,1.184,0.953,1.376,1.162,1.204,0.987,1.386,1.193,1.237,0.996,1.433,1.237,1.214,188,1358,827,5407,8371,193,1430,916,5831,1843,3374,2401,1049,5357,3310,3336,4901,94,97,4,235,6053,5574,131,401,55,316,1303,0,6541,3554,165,1217,445,524,496,4,19,5,30,15,21,254,808,93,1038,353,1505,402,10523,3356,5526,1628,14,0,0,0,0,0,339,772,310,100,20,78.1,93.68,92.81,82.23,66.13,73.89,69.61,24.81,15.8,20.36,54.85,91.16,72.98,65.38,1.93,100,48.68,98.47,77.97,77.38,60.64,93.17,27.94,65.32,78.63,87.34,0,47.98,24.6,57.26,59.39,99.22
A14417,"Genesys PHO, L.L.C.",Michigan,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,16038,0.038301338,0.026584717,6688905,6688905,,2800594,1,0.8545,,0,,11193,10273,174638944,167950039,,,0.5,0.4272,83394,8222,15362,8799,79260,8380,14725,9047,88538,8429,17522,9339,89192,8542,16639,9913,10764,1.008,0.929,1.006,1.026,1.006,0.918,0.955,1.024,1.014,0.933,0.98,1.033,1.047,0.931,0.981,1.042,185,3619,714,12744,15603,171,2860,545,12027,3512,7052,3969,1505,8677,7361,14141,1418,82,38,13,346,3726,3447,86,164,52,175,770,0,1763,3659,157,464,269,335,320,2,8,5,22,11,15,189,816,64,613,261,952,213,9161,4325,3969,823,45,0,0,0,0,2,147,254,70,51,0,81.3,91.57,91.2,84.97,61,76.84,71.18,25.72,15.45,18.77,60.63,87.36,64.63,80.52,1.73,92.43,87.77,82.33,58.2,73.91,78.36,94.27,69.28,72.58,76.89,82.75,4.55,55.34,13.83,58.89,73.36,88.55
A49534,"Capital Health Accountable Care Organization, LLC","New Jersey, Pennsylvania",Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,4509,0.050124942,0.041696348,2552959,2552959,,1120257,1,0.8955,,0,,11567,11058,50931900,48378941,,,0.5,0.4478,82031,10625,15143,9013,86079,10325,15166,9116,98507,10400,14202,10165,71570,12890,21145,9727,10987,1.052,0.959,1.061,1.026,1.001,0.95,1.055,0.993,1.022,0.959,0.952,1.008,0.979,0.97,1.127,0.988,61,774,173,4267,4403,48,557,73,3726,733,2050,1147,579,2701,1808,3510,773,35,51,2,138,3470,2938,19,391,129,121,741,0,2134,4012,76,339,149,306,277,1,18,10,16,14,20,188,806,55,725,230,750,300,10815,3666,6295,715,139,0,4,0,0,3,129,170,129,105,3,83.52,94.83,94.07,82.06,67.53,77.48,73.79,21.55,15.53,18.2,54.68,84.37,65.05,62.5,2.31,96.93,98.84,93.95,78.51,83.87,89.11,96.37,90.32,76.21,78.23,92.27,0,55.65,15.32,59.27,85.08,94.35
A74604,TP-ACO L.L.C.,"Tennessee, Louisiana, Arkansas, Mississippi, Florida",Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,13500,0.057031758,0.02789958,7598564,7598564,,3292526,1,0.8843,235,0,,10166,10211,133233906,125635342,,,0.5,0.4422,64215,9666,15782,7606,74438,10566,17267,7745,66785,10262,16179,7689,72086,10316,14547,8136,9586,0.952,0.962,1.021,0.959,0.957,1.024,1.053,0.945,0.955,1.019,1.034,0.967,0.934,0.981,1.008,0.944,128,2662,1290,9089,13106,111,2239,1101,9655,2797,6200,3244,1259,7596,5904,10211,2854,121,49,15,250,2932,2359,225,224,145,232,621,0,1644,3201,142,767,263,327,290,7,13,16,16,14,22,174,789,54,739,216,812,278,10187,4983,3984,1187,33,0,0,0,0,0,98,119,84,35,0,82.64,93.66,92.21,82.14,60.41,72.73,71.12,31.97,15.38,18.51,59.41,78.64,66.97,67.44,2.48,93.88,99.43,87.37,73.8,79.94,84.62,95.77,86.38,73.97,76.17,72.62,5.36,51.95,13.96,55.84,71.61,88.16
A95753,Independent Physicians' ACO of Chicago LLC,Illinois,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,10223,-0.002050714,0.029866173,-287953,0,,0,1,0.8738,0,0,,14107,13752,140415734,140703687,,,0.5,0.4369,96536,11328,15685,12313,100294,10578,17314,11845,90028,10770,16920,11859,93850,10683,16454,13048,14136,1.096,1.063,0.961,1.127,1.096,1.04,1.014,1.098,0.988,1.023,0.962,1.097,1.049,0.993,0.985,1.077,119,1342,1846,7146,9954,91,1319,1942,6602,1623,4056,2878,1666,5662,4561,7895,570,737,399,12,610,4404,3779,201,330,157,266,2391,5,2176,3917,162,1208,204,438,403,5,16,14,25,17,30,195,851,165,774,334,844,317,12942,6653,4628,1649,12,0,0,0,0,0,91,84,0,0,0,84.15,92.9,92.55,84.35,64.1,72.03,68.67,32.23,15.24,18.33,70.07,96.09,76.78,94.44,2.46,83.44,97.94,83.8,77.41,67.2,94.7,99.32,74.65,70.25,66.95,84.14,21.15,46.68,19.45,56.29,81.98,93.09
A91435,Cleveland Quality Healthnet,Ohio,Renewal,2,01/01/2014 12:00:00 AM,1,0,0,01/01/2017 12:00:00 AM,1,0,0,0,0,5215,-0.048582792,0.038354354,-3889704,0,,0,1,0.8795,,1,0,15862,15467,80063416,83953120,,,0.5,0.4397,117640,18010,27983,13665,102476,15655,27934,13289,92445,17502,25276,13584,86010,18094,25222,14765,16633,1.212,1.484,1.402,1.281,1.136,1.348,1.316,1.26,1.085,1.322,1.365,1.272,1.068,1.347,1.308,1.259,70,559,466,4477,5047,47,467,432,4101,609,1950,1558,1098,3031,2184,3435,1601,32,4,,143,6169,5186,557,420,181,617,2758,0,2820,3656,282,943,252,682,627,15,20,19,47,37,52,219,840,260,1129,501,1321,299,13047,4970,4812,3260,6,0,0,0,0,0,32,5,0,0,0,82.98,93.89,91.89,83.55,65.93,73.59,69.92,27.05,15.42,19.29,77.38,115.73,89.2,38.46,3.49,76.19,99.62,76.82,71.55,63.76,92.89,95.56,53.85,53.86,69.98,84.58,22.22,48.56,16.64,54.16,74.2,92.03
A81860,Allegiance ACO,"New Jersey, Pennsylvania",Renewal,2,01/01/2014 12:00:00 AM,1,0,0,01/01/2017 12:00:00 AM,1,0,0,0,0,10531,0.037350305,0.029681336,4738802,4738802,,1900818,1,0.8186,,1,1,12384,11806,126874506,122135704,,,0.5,0.4093,92597,10614,17556,9966,86701,11168,17575,9904,84369,11122,17218,9683,87177,10757,17277,10346,11921,0.998,0.983,1.042,1.052,0.994,0.958,1.084,1.034,1.04,1.026,1.083,1.033,0.988,1.005,1.152,1.041,171,1511,745,10301,10245,148,1179,620,8298,1577,4569,3013,1372,6168,4363,8283,1337,289,271,5,346,3775,3285,93,382,81,240,896,0,2190,4380,97,386,205,331,308,2,17,5,20,13,19,173,820,73,730,263,833,306,12067,5137,6054,870,7,0,0,0,0,2,79,278,69,21,0,83.3,94.3,93.43,85.52,67.79,75.47,75.45,28.87,15.26,19.08,60.63,84.62,63.83,60.98,1.99,82.06,91.54,47.37,74.9,79.44,78.63,83.47,39.27,67.74,79.84,84.55,58.82,39.52,28.23,54.03,72.18,70.97
A82596,"Accountable Care Coalition of Mount Kisco, LLC","New York, Connecticut",Renewal,2,04/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,24287,-0.005251386,0.024571286,-1263582,0,,0,1,0.8246,0,0,,10102,9512,240618838,241882420,,,0.5,0.4123,91434,8197,12764,8712,81337,9534,13951,9199,87165,9708,15283,8913,94332,10494,16130,9572,10155,1.03,0.871,1.021,0.966,0.987,0.884,0.978,0.988,0.966,0.858,0.968,0.959,0.978,0.894,1.006,0.972,78,1812,730,20227,23819,86,1794,758,21181,2444,11402,7176,3265,13982,10305,22322,593,151,151,7,1063,3215,3005,13,154,53,118,730,7,1650,4019,94,360,151,270,259,1,7,4,13,10,16,166,847,47,581,204,789,386,10521,3230,6250,1026,16,0,0,0,0,0,144,314,58,38,0,79.3,92.2,91.42,80.74,60.34,72.81,74.81,18.33,15.33,16.76,59.98,83.39,66.94,55.56,1.89,99.12,98.84,48.94,63.45,78.79,61.46,97.88,34.8,68.2,73.36,84.53,0,49.09,12.23,54.05,73.62,89.01
A67733,The Premier HealthCare Network LLC,"Georgia, Maryland",Renewal,2,01/01/2013 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,6737,0.072157039,0.034524525,5329631,5329631,,2404254,1,0.9206,190,0,,11223,11098,73861556,68531924,0,0,0.5,0.4603,78751,8619,14312,8150,75133,8696,13769,8173,81127,9011,12564,8294,78454,8868,11495,8146,10413,0.952,0.99,1.026,0.972,0.943,0.946,0.957,0.981,0.971,0.951,0.976,0.997,0.973,0.923,0.884,0.953,183,1489,591,4829,6581,176,1247,495,4663,1555,2923,1643,616,3843,2894,3039,3371,111,69,3,144,3145,2813,69,167,116,251,553,0,2219,3661,341,481,222,332,308,2,8,14,22,11,16,194,744,42,775,257,727,308,9969,4500,4782,676,11,0,0,0,0,0,49,42,21,9,0,74.12,91.55,92.2,82.77,62.24,73.16,70.61,23.36,14.96,19.07,59.8,91.97,69.34,68,1.91,98.18,89.88,85.62,59.76,66.42,80,94.69,75.17,68.88,68.89,83.45,0,31.3,20,35.65,61.4,88.44
A52780,Methodist Alliance for Patients and Physicians,Texas,Renewal,2,07/01/2012 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,14897,0.093995585,0.027061212,14899840,14899840,,6747649,1,0.9242,425,0,,10923,10294,158516381,143616541,,,0.5,0.4621,70689,10234,14676,8636,80357,10785,14703,8743,71139,10547,17506,8955,63152,10731,15351,8833,9897,0.951,1.04,0.97,0.944,0.991,1.034,0.936,0.923,0.912,0.991,0.956,0.931,0.935,0.988,0.912,0.917,109,1637,491,12499,14512,165,1418,580,12348,2050,7882,3554,1411,8543,6354,10991,2924,212,315,33,422,3062,2163,153,616,71,191,447,90,1638,3675,88,798,216,287,233,6,32,8,15,9,14,158,731,32,654,178,816,325,9481,3678,4990,800,12,0,0,0,0,5,185,342,64,70,0,80.02,91.7,90.96,83.8,64.37,73.21,73.44,32.54,14.92,19.2,51.88,68.18,54.08,62.79,1.74,97.41,85.5,81.97,90.77,87.12,80.61,95.59,82.53,74.2,76.09,85.2,6,53.53,11.86,58.01,77.14,89.47
A15030,Silver State ACO LLC,Nevada,Renewal,2,01/01/2014 12:00:00 AM,1,0,0,01/01/2017 12:00:00 AM,1,0,0,0,0,24983,0.049778016,0.024501683,14692006,14692006,,6496559,1,0.9024,,1,1,12122,11634,295150493,280458488,,,0.5,0.4512,80153,12287,17708,10184,83759,12304,16261,9798,78095,12236,15772,9943,82807,11574,14766,10327,11518,0.941,1.059,0.986,0.998,0.976,1.058,0.992,1.005,0.956,1.028,0.929,0.995,0.981,1.021,0.864,1.002,236,2896,1793,19494,24349,235,2770,1920,19424,3692,12818,6444,2029,13913,11070,19478,2187,1041,855,89,1333,4129,3127,227,788,104,180,523,0,1349,4548,104,820,247,338,286,7,35,10,17,11,17,176,776,39,677,235,795,413,11736,4872,5523,1180,162,0,19,0,0,0,169,109,86,60,0,77.38,90.73,89.46,79.2,60,76.55,72.19,24.45,15.13,19.53,57.76,71.34,59.79,82.69,2,96.68,26.44,71.62,64.82,54.63,74.5,96.15,60.92,56.11,70.03,84.34,0,29.76,13.99,31.85,80.93,85.62
A96978,AmpliPHY of Texas ACO LLC,"Texas, Tennessee",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,6260,-0.006904563,0.035479479,-595629,0,,0,1,0.9206,,0,,14168,13978,86266032,86861661,1886752,0,0.5,0.4603,98338,12865,15692,11107,103072,12565,17413,11691,94678,13271,21420,11504,80527,14288,21725,12034,14265,1.01,1.147,0.944,1.116,1.058,1.157,0.968,1.131,1.062,1.167,1.081,1.16,1.086,1.113,1.063,1.114,85,970,728,5302,6089,80,828,641,4539,1062,2785,1631,782,3569,2691,4795,839,187,251,5,183,4769,3523,671,587,104,455,1069,0,2054,4205,233,1745,270,429,364,23,30,12,22,18,29,189,765,76,869,279,963,326,11359,5935,4814,514,96,0,0,0,0,0,45,17,0,0,0,78.19,93.19,92.67,81.85,58.77,74.62,69.6,33.59,15.1,18.56,52.76,73.93,61.05,68.42,2.42,96.77,,,,,,,-,-,-,-,-,-,-,-,-,-
A60023,Advanced Premier Physicians ACO,California,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,5236,0.103241586,0.038291291,6647761,6647761,,2998877,1,0.9206,,0,,12531,10839,64390347,57742585,,,0.5,0.4603,72246,7769,9744,7158,86087,7980,9687,7347,84551,9252,10392,7338,76230,12740,10874,7631,11237,0.973,0.919,0.733,0.824,0.952,1.017,0.764,0.895,0.992,1.12,0.871,0.951,1.002,1.119,1.055,1.075,65,237,3712,1339,5139,79,238,3663,1159,380,1950,2135,771,3118,2118,485,72,3544,162,3,970,2828,2456,153,174,63,262,1373,0,1548,4346,77,829,167,238,219,4,8,6,10,5,17,152,830,61,428,184,604,309,12773,7240,5424,105,4,0,0,0,0,4,31,68,9,9,0,77.13,87.4,89.29,72.17,55.76,77.46,73.2,42.02,14.69,17.69,41.11,47.32,38.14,85.71,1.66,68.97,73.81,42.21,85.18,53.41,63.43,72.24,10.54,54.38,58.75,66.09,10,15.98,54.97,34.7,52.55,33.85
A23015,"Keystone Clinical Partners, LLC",Pennsylvania,Initial,1,01/01/2015 12:00:00 AM,1,0,0,01/01/2015 12:00:00 AM,1,0,0,0,0,8203,0.065112877,0.031796797,5575443,5575443,,2560016,1,0.9371,,0,,10773,10318,85627347,80051904,,,0.5,0.4685,90299,8409,18357,10010,78835,8430,15153,9832,73458,9074,15044,9697,68623,9577,15297,9541,10072,1,0.882,0.941,1.131,1.031,0.905,0.957,1.104,1.046,0.878,0.978,1.079,1.008,0.985,1.06,1.027,49,770,204,5705,7948,38,775,340,6795,1120,3909,1637,1537,4725,3478,7846,146,35,2,1,173,3022,2502,97,394,53,442,837,0,1912,3052,131,739,230,348,318,4,21,6,16,13,18,161,846,83,651,243,899,245,10406,5341,3735,1325,5,0,0,0,0,0,67,14,32,25,0,83.6,93.85,94.37,86.74,65.1,76.65,73.93,23.55,14.99,18.57,60.59,79.58,62.39,38.46,1.69,100,91.18,93.8,76.17,86.88,84.86,98.57,96.99,76.33,75.92,79.06,7.69,59.94,12.28,66.08,82.08,88.81
A28656,"TC2, LLC",Georgia,Initial,1,01/01/2017 12:00:00 AM,0,0,1,01/01/2017 12:00:00 AM,0,0,1,0,0,9699,-0.029612551,0.02,-3154367,-3154367,-415877,-845869,1,1,,0,,11295,11339,106521280,109675647,,,0.75,0.75,73978,7715,13290,8813,70248,8403,13215,9173,71880,8252,13328,9234,75769,8812,14274,9583,11629,0.958,0.943,0.972,1.072,0.944,0.928,0.976,1.092,0.942,0.933,1.004,1.11,0.973,0.908,0.916,1.086,286,2168,934,6396,9431,253,2031,881,6266,2282,3739,2592,1086,5580,4119,6970,2547,48,38,3,93,3754,3207,159,337,97,538,762,0,2545,3427,362,525,270,390,357,4,18,11,23,20,21,198,713,60,1080,272,865,285,9888,3541,4474,1515,357,6,0,6,0,5,246,473,165,112,1,80.33,93.33,91.78,87.87,55.69,72.69,68.72,29.33,15,18.14,60.6,86.74,70.93,66.22,2.05,100,96,39.92,63.09,56.85,72.18,86.69,44.31,51.61,71.77,84.38,0,11.69,38.31,16.53,59.68,83.47
A26254,"Central US ACO, LLC","Missouri, Texas, Kentucky, Arkansas, Tennessee, Oklahoma",Renewal,2,01/01/2014 12:00:00 AM,1,0,0,01/01/2017 12:00:00 AM,1,0,0,0,0,14558,-0.05944981,0.027264653,-10555907,0,,0,1,0.9206,,1,0,12714,11954,177559984,188115891,,,0.5,0.4603,82597,10019,18530,10097,89626,10418,18891,10281,107250,10720,18854,10589,97172,11986,20545,11455,13470,1.035,0.991,1.088,1.001,1.004,0.997,1.046,1.015,1.054,1.033,1.087,1.022,1.103,1.065,1.121,1.053,104,3937,2142,10390,13966,82,3305,2128,8451,3798,5781,3266,1713,8100,6458,13582,533,96,65,58,224,4617,3839,256,401,218,835,1728,0,2839,2990,242,534,302,484,433,7,22,22,22,27,29,210,807,133,960,317,994,294,12422,3657,3640,1210,3916,2,19,17,0,18,131,72,168,21,1,80.98,92.16,90.59,84.26,56.76,77.46,68.43,32.7,15.99,19.71,70.71,105.28,75.18,70.15,2.43,99.68,95.99,88.52,81.86,71.37,91.87,95.95,73.68,63.71,66.94,88.94,8.33,34.27,25.81,41.94,79.84,91.13
A78337,Rainier Health Network,Washington,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,45862,-0.004846765,0.022413714,-2176026,0,,0,1,0.9225,12,0,,10045,9638,448964706,451140733,,,0.5,0.4613,79090,8706,13350,8877,77875,8472,12066,8899,76340,8390,11480,8919,81196,8813,9239,9798,10094,1.02,0.921,0.869,0.982,0.966,0.897,0.833,0.976,0.952,0.868,0.814,0.963,0.974,0.829,0.658,0.992,303,4379,2182,36363,44694,254,4019,1698,38723,5493,22112,13053,5204,25625,20237,40331,1394,1681,156,253,2047,3185,3041,20,94,44,237,826,0,2281,3212,101,342,177,253,246,0,4,3,16,3,9,151,794,57,677,178,835,261,8829,3548,3765,1496,20,2,0,1,0,5,454,1002,331,372,0,78.88,92.45,91.66,81.22,58.34,74.52,72.56,25.39,14.23,16.16,46.71,63.34,53.35,65.89,1.18,98.17,95.79,53.38,62,67.05,60.93,93.43,30.3,59.11,64.44,82.62,0,39.8,17.54,45.87,69.57,92.89
A95421,"Banner Network Colorado, LLC",Colorado,Initial,1,01/01/2017 12:00:00 AM,0,1,0,01/01/2017 12:00:00 AM,0,1,0,0,0,10841,-0.018321741,0.01,-1660843,-1660843,-980,-663357,1,1,,0,,8578,8312,90648754,92309597,,,0.6,0.6,69356,9281,15464,8166,78803,10202,16237,7930,62153,8236,14014,7756,71912,9549,15089,8183,8736,0.955,0.937,1.11,0.881,0.972,0.897,1.056,0.899,1,0.835,0.984,0.848,1.017,0.875,0.987,0.868,43,931,372,9497,10567,41,805,306,9415,1238,5587,2800,1216,5975,4866,10350,23,17,124,24,303,2582,2210,66,321,25,148,549,0,2011,2734,36,350,254,226,206,2,15,4,10,5,8,123,790,47,605,136,614,251,7996,3312,3242,1415,28,0,0,0,0,0,174,220,0,0,0,81.79,91.5,90.25,80.74,58.56,77.27,74.11,26.92,14.62,18.07,44.84,58.73,47.03,50,1.12,99.62,82.96,83.27,79.74,87.46,71.18,96.19,75.86,70.83,75.71,77.73,4.84,52.82,11.69,58.06,73.39,89.92
A33636,Trinity Health Integrated Care,"New York, Pennsylvania, Indiana, Idaho",Initial,1,01/01/2017 12:00:00 AM,0,0,1,01/01/2017 12:00:00 AM,0,0,1,0,0,54281,0.028499196,0.021143714,16879758,16879758,,12406622,1,1,,0,,11154,10880,592288916,575409158,,,0.75,0.75,84552,8842,15425,9051,84781,9270,15418,9716,80195,9514,16149,9859,82347,9405,15326,9870,10836,1.026,0.966,1.1,1.078,1.044,0.977,1.036,1.076,1.031,0.971,1.05,1.083,1.038,0.978,1.049,1.074,486,8466,3739,40124,53100,478,8377,3773,40472,8882,22546,14597,8256,30857,23424,48471,3432,529,320,83,1446,3287,2967,86,196,72,297,853,0,2067,3666,146,581,247,334,315,2,9,7,18,14,21,173,798,74,762,246,905,268,10077,3570,4698,1755,55,4,0,5,0,14,692,1352,588,484,10,80.79,94.8,93.57,86.65,63.14,75.65,73.84,22.11,15.17,17.96,57.1,86.43,65.83,66.25,2.1,95.78,85.85,67,76.25,75.74,78.07,97.18,57.37,70.81,73.42,82.98,19.15,43.53,17.48,50.52,77.28,92.7
A61540,Space Coast ACO,Florida,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,7908,0.064517139,0.032182182,5794450,5794450,,2613939,1,0.9206,,0,,11658,11896,89812572,84018121,,,0.5,0.4603,81909,11472,19266,10045,76483,12906,20071,10594,71637,11720,20826,10431,77831,11837,18345,9842,10906,0.996,1.142,1.097,1.137,1.102,1.248,1.152,1.172,0.996,1.234,1.268,1.191,1.004,1.116,1.118,1.143,58,931,313,5764,7704,57,895,297,6454,1170,3720,2222,796,4386,3522,7079,508,65,75,2,179,3066,2616,82,344,59,203,536,0,1594,4784,84,584,252,324,294,2,18,10,15,15,17,168,824,50,699,226,830,403,14248,7608,5392,1229,19,0,0,0,0,0,27,0,12,4,0,78.77,91.71,91.53,85.1,63,75.87,71.48,24.24,15.1,19.43,56.55,65.96,55.01,68.29,1.83,100,98.82,77.04,53.75,46.74,89.23,96.25,60.71,63.42,63.06,76.79,5.97,36.61,16.27,41.02,73.42,78.25
A86874,MACIPA,Massachusetts,Initial,1,01/01/2017 12:00:00 AM,0,0,1,01/01/2017 12:00:00 AM,0,0,1,0,0,10835,0.035203569,0.02,4304458,4304458,,3163777,1,1,,0,,11523,11039,122273344,117968886,,,0.75,0.75,122633,10152,15501,10382,107289,10197,15685,10251,100860,10373,15566,10303,103710,10640,15084,10390,11117,1.063,0.933,0.994,1.043,1.094,0.929,0.994,1.052,1.031,0.938,0.978,1.033,1.117,0.915,1.043,1.04,33,1093,772,8353,10612,39,1071,809,8692,1113,4531,3099,2092,6689,4146,9768,355,144,57,2,509,3603,3028,79,228,305,448,980,0,2431,2874,210,791,146,334,301,2,10,22,18,8,22,176,837,93,685,253,761,269,9674,3950,4695,1013,16,0,0,0,0,1,156,401,47,40,0,84.39,94.4,92.38,84.32,65.25,78.83,75.71,23.7,15.46,19.44,54.94,89.43,68.37,85,2.09,98.49,91.74,46.49,74.92,86.62,45.97,88.63,50.77,80.33,90.57,76.98,0,72.48,10.07,80.54,79.73,90.21
